,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
38742,42,private,324421,NonGraduate,9,Separated,White-Collar,Not-Family,White,Male,0,0,20,US,<=50K
38743,41,private,344624,Graduate,13,Married,White-Collar,Family,White,Male,7688,0,50,US,>50K
38744,46,private,98735,Graduate,13,Separated,White-Collar,Not-Family,White,Female,0,0,50,US,<=50K
38745,48,govt,186172,Graduate,12,Married,Service,Family,White,Male,0,0,40,US,>50K
38746,55,govt,107157,NonGraduate,9,Married,Service,Family,White,Male,0,0,40,US,<=50K
38748,49,self_emp,175958,Graduate,10,Single,Service,Not-Family,White,Male,0,0,20,US,<=50K
38749,62,private,252134,NonGraduate,4,Separated,Blue-Collar,Not-Family,White,Female,0,0,40,Non-US,<=50K
38750,30,private,95923,Graduate,12,Separated,White-Collar,Not-Family,White,Female,0,0,45,US,<=50K
38751,56,govt,203250,Graduate,10,Married,Service,Family,White,Male,0,0,40,US,<=50K
38752,37,private,296212,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Male,0,0,48,US,<=50K
38753,22,private,333838,Graduate,10,Single,Service,Not-Family,White,Male,0,0,40,US,<=50K
38754,56,private,345730,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38755,53,govt,128141,Graduate,13,Separated,White-Collar,Not-Family,Black,Male,0,0,40,US,<=50K
38756,53,private,249347,Graduate,11,Separated,Blue-Collar,Not-Family,White,Male,0,0,40,Non-US,>50K
38757,51,private,171914,NonGraduate,5,Separated,Blue-Collar,Not-Family,White,Male,0,0,30,US,<=50K
38758,41,private,344519,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,13550,0,60,US,>50K
38759,34,self_emp,196385,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,50,US,<=50K
38760,24,private,87546,Graduate,10,Married,White-Collar,Family,White,Female,0,0,40,US,<=50K
38761,40,self_emp,85668,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38762,23,private,126613,Graduate,13,Single,White-Collar,Family,White,Female,0,0,40,US,<=50K
38763,28,private,239753,NonGraduate,9,Single,Service,Not-Family,White,Female,0,0,40,US,<=50K
38764,53,private,162796,NonGraduate,9,Married,Blue-Collar,Family,Amer-Indian-Eskimo,Male,0,0,40,US,<=50K
38765,52,govt,197189,Graduate,10,Married,White-Collar,Family,White,Male,0,0,44,US,>50K
38767,28,private,89813,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Female,0,0,40,US,<=50K
38769,40,private,171589,Graduate,13,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
38770,60,private,203985,Graduate,10,Married,Service,Family,White,Male,0,0,40,US,>50K
38771,24,private,394191,NonGraduate,8,Single,Blue-Collar,Family,White,Male,0,0,55,Non-US,<=50K
38772,50,private,155433,Graduate,13,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
38773,44,private,39581,Graduate,13,Separated,White-Collar,Not-Family,Black,Female,0,0,40,US,<=50K
38774,19,private,305834,NonGraduate,9,Single,Service,Not-Family,White,Female,0,0,40,US,<=50K
38775,36,self_emp,200220,NonGraduate,9,Single,White-Collar,Not-Family,White,Male,0,0,55,US,<=50K
38776,33,private,229732,Graduate,12,Single,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
38777,52,private,190333,NonGraduate,6,Married,Blue-Collar,Family,White,Male,0,0,50,US,<=50K
38778,51,private,155983,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,50,US,<=50K
38779,44,private,211351,Graduate,10,Married,White-Collar,Family,White,Female,4386,0,40,US,>50K
38781,49,private,256417,NonGraduate,9,Married,White-Collar,Family,White,Male,5013,0,40,Non-US,<=50K
38783,20,private,249385,Graduate,10,Single,Blue-Collar,Family,White,Female,0,0,20,US,<=50K
38784,53,private,168723,Graduate,12,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
38785,25,private,165866,Graduate,11,Single,Blue-Collar,Not-Family,White,Male,0,0,20,US,<=50K
38786,48,private,48553,Graduate,10,Single,White-Collar,Not-Family,White,Male,0,0,72,US,<=50K
38787,27,private,244751,NonGraduate,9,Single,White-Collar,Family,Other,Male,0,0,40,US,<=50K
38788,21,private,228230,Graduate,10,Single,Service,Family,White,Female,0,0,15,US,<=50K
38789,29,private,152951,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38790,47,govt,29023,Graduate,16,Married,White-Collar,Family,Asian-Pac-Islander,Male,0,0,40,Non-US,>50K
38791,48,self_emp,136455,Graduate,10,Married,Service,Family,White,Female,0,0,60,US,<=50K
38795,37,private,184659,NonGraduate,9,Married,Blue-Collar,Family,White,Male,5013,0,44,US,<=50K
38796,39,govt,33289,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,60,US,<=50K
38797,35,private,111377,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
38798,33,private,103651,NonGraduate,9,Separated,Service,Not-Family,White,Male,0,0,60,US,<=50K
38799,56,private,53481,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38800,23,private,238917,NonGraduate,3,Single,Blue-Collar,Family,White,Male,0,0,40,Non-US,<=50K
38801,25,private,167495,Graduate,10,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
38802,47,govt,114222,Graduate,12,Married,White-Collar,Family,White,Male,0,0,55,US,>50K
38803,32,private,182323,NonGraduate,9,Married,White-Collar,Family,White,Male,7688,0,40,US,>50K
38804,24,private,137589,NonGraduate,9,Single,White-Collar,Family,White,Female,0,0,30,US,<=50K
38805,32,private,181091,Graduate,13,Single,White-Collar,Family,White,Male,13550,0,35,US,>50K
38806,41,private,156580,Graduate,13,Single,White-Collar,Not-Family,White,Female,0,0,35,Non-US,<=50K
38807,32,private,210926,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,38,US,>50K
38808,37,self_emp,255503,Graduate,15,Single,White-Collar,Not-Family,White,Male,0,0,55,US,>50K
38809,39,private,116546,Graduate,10,Married,White-Collar,Family,White,Male,0,0,50,US,>50K
38810,66,self_emp,34218,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,50,US,>50K
38812,23,private,107882,Graduate,13,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
38813,44,private,858091,NonGraduate,9,Single,Service,Not-Family,Black,Female,0,0,40,US,<=50K
38814,45,private,79646,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,70,US,<=50K
38815,42,private,103089,Graduate,10,Separated,White-Collar,Not-Family,White,Female,1506,0,40,US,<=50K
38816,40,self_emp,145441,Graduate,10,Separated,White-Collar,Not-Family,White,Male,0,0,30,US,<=50K
38817,20,govt,117210,Graduate,10,Single,White-Collar,Family,White,Male,0,0,40,US,<=50K
38818,26,private,379246,Graduate,10,Single,Service,Not-Family,White,Female,0,0,40,US,<=50K
38819,25,private,130018,NonGraduate,7,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38820,40,private,121466,NonGraduate,9,Separated,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
38821,54,private,339518,Graduate,12,Separated,Blue-Collar,Not-Family,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
38822,33,private,388672,Graduate,11,Married,Blue-Collar,Family,White,Male,0,0,60,US,<=50K
38823,56,self_emp,190091,Graduate,11,Separated,White-Collar,Not-Family,White,Male,0,0,46,US,<=50K
38824,27,private,197918,NonGraduate,7,Single,Blue-Collar,Not-Family,Black,Male,0,0,47,US,<=50K
38825,31,private,361497,NonGraduate,4,Single,Blue-Collar,Family,White,Male,0,0,60,Non-US,<=50K
38827,22,private,340217,Graduate,10,Single,White-Collar,Not-Family,White,Female,0,0,20,US,<=50K
38828,32,self_emp,63516,NonGraduate,9,Separated,Service,Not-Family,White,Female,0,0,45,US,<=50K
38829,29,private,269786,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38830,34,govt,63338,NonGraduate,9,Single,White-Collar,Family,White,Female,0,0,40,US,<=50K
38831,56,private,179127,NonGraduate,6,Married,Blue-Collar,Family,White,Male,0,0,35,Non-US,<=50K
38832,35,private,124090,Graduate,11,Married,Blue-Collar,Family,White,Male,0,0,99,US,<=50K
38833,25,private,215188,NonGraduate,9,Married,White-Collar,Family,White,Female,0,0,40,US,<=50K
38834,22,private,482082,NonGraduate,7,Married,Blue-Collar,Not-Family,White,Female,0,0,40,Non-US,<=50K
38835,19,private,234725,NonGraduate,8,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38836,35,private,289890,NonGraduate,7,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38837,35,private,232036,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38838,48,govt,195416,NonGraduate,9,Separated,Service,Not-Family,White,Female,0,0,35,US,<=50K
38839,52,private,22154,Graduate,10,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
38840,39,private,103734,Graduate,13,Married,White-Collar,Family,White,Male,0,0,43,US,>50K
38841,32,govt,32587,NonGraduate,9,Separated,Service,Not-Family,Amer-Indian-Eskimo,Male,0,0,40,US,<=50K
38842,27,private,190303,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38843,34,private,270488,Graduate,13,Single,White-Collar,Family,White,Female,0,0,40,US,<=50K
38844,31,private,104509,Graduate,10,Separated,Service,Not-Family,White,Female,0,0,35,US,<=50K
38845,47,self_emp,132589,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,72,US,<=50K
38846,37,private,112812,Graduate,13,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
38847,47,private,126441,Graduate,10,Separated,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
38848,47,self_emp,123075,Graduate,14,Married,White-Collar,Family,White,Male,0,0,50,US,>50K
38849,45,private,207955,NonGraduate,3,Separated,Service,Not-Family,White,Male,0,0,40,Non-US,<=50K
38850,51,private,43705,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38851,24,private,116968,Graduate,13,Single,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
38852,59,self_emp,182142,Graduate,16,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
38853,27,private,74056,Graduate,11,Married,Blue-Collar,Family,White,Male,0,0,48,US,<=50K
38854,33,self_emp,132565,NonGraduate,7,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38855,55,private,256796,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,>50K
38856,62,self_emp,191520,Graduate,16,Married,White-Collar,Family,White,Male,99999,0,80,US,>50K
38857,37,self_emp,33394,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,70,US,<=50K
38858,45,govt,45501,Graduate,13,Single,White-Collar,Not-Family,White,Female,0,0,50,US,<=50K
38859,25,private,74389,Graduate,13,Single,White-Collar,Not-Family,Asian-Pac-Islander,Female,0,0,40,US,<=50K
38860,34,private,201874,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
38861,50,private,143804,NonGraduate,9,Single,Blue-Collar,Family,White,Male,0,0,55,US,<=50K
38862,29,govt,95471,Graduate,13,Married,White-Collar,Family,White,Male,0,0,55,US,<=50K
38863,32,private,267458,Graduate,12,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38864,48,private,70668,NonGraduate,6,Single,Service,Family,White,Female,0,0,40,US,<=50K
38865,34,govt,260782,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,52,US,>50K
38866,50,private,299215,NonGraduate,9,Married,White-Collar,Family,Black,Male,0,0,40,US,<=50K
38867,38,private,99156,NonGraduate,9,Separated,White-Collar,Not-Family,White,Male,0,0,46,US,<=50K
38868,52,govt,53905,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
38869,41,private,94210,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Male,0,0,48,US,<=50K
38870,31,private,116508,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,48,US,<=50K
38871,31,private,176711,NonGraduate,9,Single,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
38872,50,self_emp,118058,Graduate,13,Married,White-Collar,Family,White,Male,15024,0,55,US,>50K
38873,23,govt,89285,Graduate,10,Single,Service,Not-Family,Other,Female,99999,0,40,US,>50K
38874,52,private,91093,Graduate,10,Separated,White-Collar,Not-Family,Black,Female,0,0,40,US,<=50K
38875,33,private,204577,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38876,32,private,162041,Graduate,10,Separated,Service,Not-Family,White,Female,0,0,30,US,<=50K
38877,48,private,175615,Graduate,10,Married,Blue-Collar,Family,White,Female,0,0,40,Non-US,<=50K
38878,40,private,99679,Graduate,14,Married,White-Collar,Family,White,Male,3103,0,43,US,>50K
38879,22,private,263398,Graduate,10,Single,White-Collar,Not-Family,White,Male,0,0,50,US,<=50K
38880,55,private,147653,NonGraduate,9,Single,Service,Not-Family,White,Female,0,0,24,US,<=50K
38882,43,self_emp,198871,Graduate,11,Married,Blue-Collar,Family,White,Male,0,0,88,US,<=50K
38883,34,private,127651,Graduate,14,Married,White-Collar,Family,White,Male,0,0,55,US,>50K
38884,19,private,143608,NonGraduate,9,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38885,50,govt,50048,Graduate,14,Married,White-Collar,Family,White,Male,0,0,52,US,>50K
38887,27,private,292883,NonGraduate,9,Married,Blue-Collar,Family,Black,Male,0,0,40,US,<=50K
38888,62,private,190491,Graduate,16,Married,White-Collar,Family,White,Male,15024,0,45,US,>50K
38889,57,govt,132145,Graduate,14,Married,White-Collar,Family,White,Male,7298,0,45,US,>50K
38890,34,private,126853,Graduate,14,Married,White-Collar,Family,Asian-Pac-Islander,Male,0,0,40,Non-US,>50K
38891,22,private,59184,NonGraduate,9,Single,Blue-Collar,Not-Family,White,Male,0,0,30,US,<=50K
38892,22,private,663291,Graduate,10,Married,Blue-Collar,Family,White,Male,2105,0,40,US,<=50K
38893,29,govt,76978,Graduate,10,Single,White-Collar,Not-Family,Black,Female,0,0,50,US,<=50K
38894,34,self_emp,196512,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,2472,35,US,>50K
38896,35,private,241126,Graduate,13,Single,White-Collar,Not-Family,White,Male,0,0,50,US,<=50K
38897,65,private,266828,Graduate,13,Married,White-Collar,Family,White,Male,0,0,24,US,>50K
38898,27,private,204984,Graduate,10,Married,White-Collar,Family,White,Male,0,1579,40,US,<=50K
38899,46,private,188950,Graduate,13,Married,Blue-Collar,Family,White,Male,0,0,50,US,>50K
38900,35,private,226528,Graduate,16,Separated,White-Collar,Not-Family,Other,Male,0,0,60,Non-US,>50K
38901,38,private,268893,Graduate,11,Married,Blue-Collar,Family,White,Male,0,0,70,US,<=50K
38902,36,private,165473,Graduate,13,Separated,White-Collar,Not-Family,Black,Female,0,0,40,US,<=50K
38903,49,private,447554,Graduate,13,Married,White-Collar,Family,White,Male,7688,0,40,US,>50K
38904,54,self_emp,304955,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,30,US,<=50K
38905,30,private,198265,Graduate,13,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
38906,26,private,395206,Graduate,10,Single,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
38907,32,private,312667,Graduate,13,Separated,White-Collar,Not-Family,White,Male,2174,0,55,US,<=50K
38908,23,private,117767,NonGraduate,9,Single,White-Collar,Family,White,Male,0,0,36,US,<=50K
38909,40,private,170482,Graduate,13,Single,White-Collar,Not-Family,White,Female,14344,0,45,US,>50K
38910,29,private,309778,NonGraduate,9,Married,Blue-Collar,Family,White,Male,7298,0,40,US,>50K
38911,28,private,289991,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
38912,41,govt,255543,Graduate,10,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
38913,34,private,119079,NonGraduate,7,Married,Blue-Collar,Family,Black,Male,0,0,40,US,<=50K
38914,37,private,318168,NonGraduate,9,Single,Blue-Collar,Not-Family,Black,Male,1055,0,20,US,<=50K
38915,39,private,67317,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38916,29,private,337953,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
38917,55,private,451603,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
38918,30,private,455995,Graduate,10,Married,White-Collar,Family,White,Male,0,0,50,US,>50K
38919,33,govt,209768,Graduate,16,Single,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
38920,55,govt,27385,Graduate,11,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38921,33,govt,226296,NonGraduate,9,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38922,47,private,285335,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,50,US,>50K
38923,28,private,376700,Graduate,13,Single,White-Collar,Family,Black,Male,6849,0,50,US,<=50K
38924,33,private,150324,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Male,0,0,49,US,<=50K
38925,62,private,96460,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
38927,42,private,163985,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Male,0,0,27,US,<=50K
38928,63,private,85420,Graduate,10,Married,White-Collar,Family,White,Male,5013,0,15,US,<=50K
38929,21,private,416103,NonGraduate,9,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38930,65,self_emp,224357,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
38931,28,govt,116062,Graduate,12,Married,White-Collar,Family,Amer-Indian-Eskimo,Male,0,0,40,US,<=50K
38933,33,private,460408,Graduate,13,Married,White-Collar,Family,White,Male,0,0,40,Non-US,<=50K
38934,67,self_emp,178878,NonGraduate,4,Married,Blue-Collar,Family,White,Male,0,0,12,US,<=50K
38935,36,private,416745,NonGraduate,7,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38936,19,private,292136,Graduate,10,Single,White-Collar,Not-Family,White,Female,0,0,30,US,<=50K
38937,60,private,176731,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
38938,26,private,104097,Graduate,13,Single,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
38939,35,private,203482,NonGraduate,5,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38940,28,private,360224,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,50,US,<=50K
38941,67,private,23580,Graduate,12,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
38942,31,self_emp,195891,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38943,49,private,182862,Graduate,10,Married,Blue-Collar,Family,White,Male,7688,0,40,US,>50K
38944,64,private,148956,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,30,US,<=50K
38947,40,private,132633,Graduate,10,Separated,White-Collar,Not-Family,White,Female,0,1741,40,US,<=50K
38948,35,govt,182074,NonGraduate,9,Separated,Service,Not-Family,White,Male,0,0,42,US,<=50K
38949,19,govt,136848,Graduate,10,Single,White-Collar,Family,White,Female,0,0,8,US,<=50K
38950,53,private,197054,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38951,57,govt,243033,Graduate,10,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
38952,47,self_emp,154174,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,60,US,>50K
38953,47,private,59380,Graduate,10,Separated,White-Collar,Not-Family,White,Female,0,0,42,US,<=50K
38954,38,govt,122240,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,55,US,>50K
38955,38,private,193945,NonGraduate,9,Single,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
38956,35,private,350103,Graduate,13,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
38957,58,private,32365,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,50,US,<=50K
38958,56,private,94345,Graduate,13,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
38960,36,private,149653,NonGraduate,9,Separated,Service,Not-Family,White,Female,0,0,40,US,<=50K
38961,57,private,157271,NonGraduate,7,Separated,Service,Not-Family,Black,Male,0,0,54,US,<=50K
38962,60,private,164599,Graduate,10,Married,White-Collar,Family,White,Male,7298,0,40,US,>50K
38964,46,private,411595,NonGraduate,3,Separated,Blue-Collar,Not-Family,White,Female,0,0,40,Non-US,<=50K
38965,18,private,198368,NonGraduate,7,Single,Service,Family,White,Male,594,0,10,US,<=50K
38966,42,self_emp,115932,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
38967,26,private,158397,NonGraduate,9,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38968,31,private,101345,Graduate,13,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
38969,26,govt,48853,Graduate,14,Single,White-Collar,Not-Family,White,Female,0,0,40,Non-US,<=50K
38970,39,private,38145,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,60,US,<=50K
38971,31,private,127651,Graduate,12,Married,White-Collar,Family,White,Male,0,1902,38,US,>50K
38972,28,private,185896,Graduate,10,Single,Blue-Collar,Not-Family,Amer-Indian-Eskimo,Male,0,0,47,Non-US,<=50K
38973,34,govt,92531,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
38974,53,private,195904,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,45,US,<=50K
38975,41,govt,153095,NonGraduate,9,Single,Blue-Collar,Not-Family,White,Male,0,0,50,US,<=50K
38976,34,self_emp,581025,NonGraduate,5,Single,Service,Family,Black,Male,0,0,38,US,<=50K
38977,61,govt,202384,Graduate,13,Married,White-Collar,Family,White,Female,0,0,30,US,<=50K
38978,46,govt,122177,Graduate,13,Married,White-Collar,Family,White,Male,0,0,60,US,<=50K
38979,34,private,405713,Graduate,10,Separated,Blue-Collar,Not-Family,White,Female,0,0,40,US,<=50K
38980,67,private,212185,NonGraduate,9,Married,Service,Family,White,Male,0,0,10,US,<=50K
38981,36,private,266347,NonGraduate,9,Single,Blue-Collar,Not-Family,White,Male,0,0,43,US,<=50K
38982,31,private,49469,Graduate,15,Single,White-Collar,Not-Family,White,Male,0,0,50,US,<=50K
38983,35,self_emp,210830,NonGraduate,9,Single,Service,Not-Family,White,Female,0,0,40,US,<=50K
38984,37,govt,188612,Graduate,14,Married,White-Collar,Family,White,Male,0,0,50,US,>50K
38985,27,private,104017,Graduate,10,Married,White-Collar,Family,White,Female,0,1902,30,US,>50K
38986,23,private,154785,Graduate,10,Single,White-Collar,Family,Asian-Pac-Islander,Female,0,0,40,US,<=50K
38987,20,private,39477,Graduate,10,Single,White-Collar,Family,White,Female,0,0,20,US,<=50K
38988,72,private,99554,NonGraduate,4,Married,Blue-Collar,Family,White,Female,0,0,10,Non-US,<=50K
38989,61,private,255978,NonGraduate,9,Separated,White-Collar,Not-Family,White,Male,0,0,50,US,<=50K
38990,41,govt,98823,Graduate,13,Married,White-Collar,Family,White,Male,0,0,50,US,<=50K
38991,45,govt,109598,NonGraduate,9,Single,Service,Not-Family,Black,Female,0,0,40,US,<=50K
38992,24,private,266971,Graduate,13,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
38995,35,govt,238591,Graduate,10,Separated,Blue-Collar,Not-Family,Black,Male,0,0,40,US,<=50K
38996,44,govt,117012,Graduate,14,Married,White-Collar,Family,White,Female,0,1887,40,US,>50K
38997,30,private,192002,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
38998,64,private,137135,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,48,US,<=50K
38999,69,private,150600,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,35,US,<=50K
39000,70,private,117464,NonGraduate,9,Married,Service,Family,White,Male,0,0,16,US,<=50K
39001,42,self_emp,111971,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,45,US,<=50K
39002,22,private,290044,Graduate,13,Single,Service,Not-Family,White,Female,0,0,35,Non-US,<=50K
39003,17,private,197186,NonGraduate,6,Single,White-Collar,Family,White,Female,0,0,24,US,<=50K
39004,51,self_emp,61127,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,50,US,>50K
39005,30,private,236379,NonGraduate,7,Single,Blue-Collar,Not-Family,White,Male,0,0,30,US,<=50K
39006,31,private,207100,Graduate,13,Single,White-Collar,Family,Black,Female,0,0,40,US,<=50K
39007,50,self_emp,288630,Graduate,14,Married,White-Collar,Family,White,Male,0,0,50,US,>50K
39008,30,private,203181,Graduate,11,Single,White-Collar,Family,White,Male,0,0,36,US,<=50K
39009,43,private,146770,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
39010,22,private,191789,Graduate,13,Single,White-Collar,Family,White,Female,0,0,40,US,<=50K
39011,32,private,453983,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,44,US,<=50K
39012,32,self_emp,106014,Graduate,10,Single,Service,Not-Family,White,Male,0,0,50,US,<=50K
39013,37,private,218955,NonGraduate,9,Single,Blue-Collar,Family,White,Male,0,0,35,US,<=50K
39014,62,private,115771,Graduate,11,Separated,White-Collar,Not-Family,White,Female,0,0,33,US,<=50K
39015,36,private,305379,Graduate,13,Separated,White-Collar,Not-Family,White,Male,0,0,50,US,>50K
39016,29,private,53063,Graduate,13,Single,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
39017,19,private,139466,Graduate,10,Single,White-Collar,Family,White,Female,0,0,25,US,<=50K
39018,64,govt,152537,Graduate,13,Married,White-Collar,Family,White,Male,0,0,45,US,<=50K
39019,32,private,400535,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
39020,30,private,330802,NonGraduate,9,Single,White-Collar,Family,White,Female,0,0,40,US,<=50K
39021,24,private,117789,Graduate,13,Single,White-Collar,Family,White,Female,0,0,40,US,<=50K
39022,20,private,330836,NonGraduate,7,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
39023,33,private,323985,Graduate,13,Married,White-Collar,Family,White,Female,0,0,5,US,>50K
39024,50,govt,282701,NonGraduate,9,Married,Blue-Collar,Family,White,Male,4386,0,48,US,>50K
39025,45,private,180695,Graduate,14,Single,White-Collar,Not-Family,White,Female,0,1408,40,US,<=50K
39026,38,private,314007,Graduate,10,Married,Blue-Collar,Family,White,Male,5178,0,40,US,>50K
39027,51,un_emp,124963,Graduate,12,Married,White-Collar,Family,White,Male,0,0,45,US,<=50K
39028,47,private,380922,Graduate,14,Married,White-Collar,Family,White,Male,15024,0,50,US,>50K
39029,53,govt,222381,Graduate,14,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
39030,33,self_emp,656488,Graduate,11,Separated,White-Collar,Not-Family,Black,Male,0,0,50,US,<=50K
39031,38,private,98776,Graduate,10,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
39032,47,private,143050,Graduate,14,Separated,White-Collar,Not-Family,White,Female,0,0,50,US,<=50K
39033,17,private,118792,NonGraduate,7,Single,White-Collar,Family,White,Female,0,0,24,US,<=50K
39034,21,private,154964,NonGraduate,9,Separated,Blue-Collar,Family,Black,Female,0,0,40,US,<=50K
39035,41,private,163847,Graduate,13,Married,Blue-Collar,Family,White,Male,0,0,45,US,>50K
39036,28,private,282398,Graduate,10,Separated,Blue-Collar,Not-Family,White,Male,0,0,35,US,<=50K
